-65.62177085	-54.1368942	72.34355925
-0.8247948	-8.91114425	103.4844589
-20.50006865	-95.605175	70.8128891
21.82128145	-94.6479225	70.4512558
-33.8045483	-58.79512785	94.37873075
33.6694908	-59.34675215	93.5303574
-36.147131	0.3292847	91.64673615
36.202919	0.2255478	91.16784665
56.82643125	-93.13791655	40.2781906
-0.08628085	55.669899	74.5982666
0.0987091	90.6008911	9.7283249
-29.31555745	45.84410095	72.3737259
29.18288805	46.444725	72.73280335
-36.32239725	81.68989565	9.4649887
36.759079	82.0669937	9.0458527
75.7016678	15.23571015	41.43776705
-58.0335197	46.9692688	42.00050735
59.0969391	47.61595915	42.1969185
64.86107635	-53.8068161	71.707222
72.9509201	-71.9410782	-64.40079115
76.15119935	-74.74752045	6.27479555
69.153244	-24.3318329	71.8781738
86.08831025	-36.6942749	-66.3954506
87.7593689	-42.99897005	6.7870674
87.6665344	-8.90974425	8.37681965
84.2204056	-3.6156807	-65.636528
80.07733155	24.73057555	-49.8325577
-58.69734575	-99.03343205	-30.7374001
58.2980423	-98.9678383	-30.2239914
-1.63489535	-119.927124	-64.53933335
0.5986061	-123.5566254	4.5086899
-38.11175155	-110.4857254	-62.84088515
37.99288175	-110.5601349	-63.1149025
-30.72513965	-118.8717346	5.46195605
31.40852735	-117.5055695	4.50251005
-57.99204635	-93.58271025	40.91336445
-73.19708255	-71.57955935	-64.93815615
-77.65802	-75.6083717	6.2861328
-69.27053835	-23.31933975	71.3546982
-74.80472185	16.2051773	41.4942055
-86.12891005	-35.990757	-64.69361115
-88.6745033	-43.01647185	7.3537903
-86.6618462	-8.5936241	7.3139038
-84.94329455	-4.48735045	-64.99983405
-80.7804413	22.79722595	-49.4444618
