5 	 	 	 0 	 	 	 1998 
6 	 	 	 1 	 	 	 42 
7 	 	 	 2 	 	 	 4128 
8 	 	 	 3 	 	 	 52 
9 	 	 	 4 	 	 	 3780 
25 	 	 	 00 	 	 	 1200 
26 	 	 	 01 	 	 	 13 
27 	 	 	 02 	 	 	 422 
28 	 	 	 03 	 	 	 3 
29 	 	 	 04 	 	 	 360 
30 	 	 	 10 	 	 	 9 
31 	 	 	 11 	 	 	 1 
32 	 	 	 12 	 	 	 23 
33 	 	 	 13 	 	 	 0 
34 	 	 	 14 	 	 	 9 
35 	 	 	 20 	 	 	 423 
36 	 	 	 21 	 	 	 24 
37 	 	 	 22 	 	 	 3242 
38 	 	 	 23 	 	 	 21 
39 	 	 	 24 	 	 	 418 
40 	 	 	 30 	 	 	 10 
41 	 	 	 31 	 	 	 0 
42 	 	 	 32 	 	 	 19 
43 	 	 	 33 	 	 	 0 
44 	 	 	 34 	 	 	 23 
45 	 	 	 40 	 	 	 356 
46 	 	 	 41 	 	 	 4 
47 	 	 	 42 	 	 	 422 
48 	 	 	 43 	 	 	 28 
49 	 	 	 44 	 	 	 2969 
125 	 	 	 000 	 	 	 725 
126 	 	 	 001 	 	 	 3 
127 	 	 	 002 	 	 	 218 
128 	 	 	 003 	 	 	 1 
129 	 	 	 004 	 	 	 253 
130 	 	 	 010 	 	 	 5 
131 	 	 	 011 	 	 	 1 
132 	 	 	 012 	 	 	 4 
133 	 	 	 013 	 	 	 0 
134 	 	 	 014 	 	 	 3 
135 	 	 	 020 	 	 	 44 
136 	 	 	 021 	 	 	 4 
137 	 	 	 022 	 	 	 330 
138 	 	 	 023 	 	 	 3 
139 	 	 	 024 	 	 	 41 
140 	 	 	 030 	 	 	 1 
141 	 	 	 031 	 	 	 0 
142 	 	 	 032 	 	 	 2 
143 	 	 	 033 	 	 	 0 
144 	 	 	 034 	 	 	 0 
145 	 	 	 040 	 	 	 34 
146 	 	 	 041 	 	 	 0 
147 	 	 	 042 	 	 	 35 
148 	 	 	 043 	 	 	 2 
149 	 	 	 044 	 	 	 289 
150 	 	 	 100 	 	 	 5 
151 	 	 	 101 	 	 	 0 
152 	 	 	 102 	 	 	 4 
153 	 	 	 103 	 	 	 0 
154 	 	 	 104 	 	 	 0 
155 	 	 	 110 	 	 	 0 
156 	 	 	 111 	 	 	 0 
157 	 	 	 112 	 	 	 0 
158 	 	 	 113 	 	 	 0 
159 	 	 	 114 	 	 	 1 
160 	 	 	 120 	 	 	 3 
161 	 	 	 121 	 	 	 0 
162 	 	 	 122 	 	 	 16 
163 	 	 	 123 	 	 	 0 
164 	 	 	 124 	 	 	 4 
165 	 	 	 130 	 	 	 0 
166 	 	 	 131 	 	 	 0 
167 	 	 	 132 	 	 	 0 
168 	 	 	 133 	 	 	 0 
169 	 	 	 134 	 	 	 0 
170 	 	 	 140 	 	 	 1 
171 	 	 	 141 	 	 	 0 
