0.747171	0.731931	0.597926	0.713351	0.358633	0.270819	0.420634	0.098033	0.565988	0.21598	0.660558	0.689021	0.656785	0.658191	0.58189	0.51938	0.72875	0.627702	0.226171	0.303342	0.284624	0.073828	0.156524	0.76896	0.752166	0.72636	0.678889	0.661091	0.604963	0.668461	0.82581	0.620133	0.391372	0.758531	0.640286	0.714422	0.634537	0.668073	0.641505	0.616883	0.546371	0.693472	0.577219	0.638323	0.807976	0.778522	0.732118	0.656772	0.712579	0.761789	0.565884	0.633639	0.680409	0.562613	0.209015	0.454963	0.192948	0.739723	0.858511	0.544496	0.750416	0.739682	0.81094	0.778558	0.865736	0.581282	0.631608	0.516958	0.69022	0.810571	0.626255	0.808001	0.67462	0.703244	0.598091	0.872185	0.358289	0.667538	0.742684	0.80303	0.614743	0.716928	0.805763	0.608591	0.793212	0.756974	0.559421	0.131978	0.264235	0.256931	0.373331	0.705775	0.817197	0.657645	0.743377	0.809246	0.219715	0.588712	0.747406	0.677261
0.602564	0.659909	0.441522	0.782084	0.864289	0.806557	0.423831	0.473764	0.125281	0.27178	0.383503	0.805555	0.705967	0.68622	0.810332	0.665615	0.799363	0.729115	0.629124	0.624677	0.748695	0.566613	0.717622	0.630086	0.541352	0.088368	0.415633	0.155791	0.538308	0.722384	0.688441	0.746026	0.605503	0.60895	0.108836	0.264071	0.357312	0.315444	0.464149	0.143678	0.114018	0.284473	0.705815	0.845481	0.65523	0.620946	0.930352	0.622323	0.599006	0.674273	0.685348	0.78653	0.700573	0.621347	0.663298	0.536963	0.713512	0.586542	0.660177	0.442273	0.795031	0.668647	0.737948	0.332428	0.195898	0.810206	0.720116	0.57166	0.590652	0.750441	0.592188	0.715554	0.683919	0.821324	0.608271	0.78621	0.626108	0.431142	0.185632	0.163417	0.341641	0.218514	0.420906	0.244107	0.344242	0.326992	0.181297	0.098643	0.260153	0.278687	0.188789	0.254173	0.22606	0.520457	0.758477	0.454007	0.243021	0.204702	0.392476	0.257678
0.720586	0.822807	0.746517	0.857846	0.629427	0.64672	0.577079	0.658194	0.712095	0.51581	0.669751	0.663414	0.65795	0.206099	0.390317	0.397023	0.721418	0.745564	0.714354	0.674786	0.278746	0.715693	0.58655	0.81845	0.570746	0.746932	0.71946	0.74799	0.504871	0.473525	0.817442	0.682239	0.55279	0.778723	0.845004	0.915948	0.600561	0.798732	0.751674	0.752939	0.779608	0.712141	0.734897	0.597442	0.623077	0.877798	0.346252	0.371129	0.77521	0.329067	0.706749	0.602352	0.698421	0.685615	0.736137	0.604127	0.703688	0.669908	0.843717	0.796072	0.640562	0.047774	0.421034	0.310212	0.676613	0.370496	0.225682	0.453096	0.295517	0.277651	0.61617	0.912086	0.767804	0.550415	0.679334	0.736176	0.692863	0.592378	0.973078	0.873078	0.754296	0.784038	0.376771	0.34043	0.426616	0.286327	0.350428	0.683389	0.657561	0.610451	0.734182	0.578477	0.838744	0.82388	0.813932	0.611221	0.671405	0.659549	0.901433	0.517211
0.334988	0.174713	0.77907	0.727384	0.243546	0.725558	0.728055	0.739406	0.624833	0.586613	0.62682	0.591228	0.662966	0.745183	0.796979	0.613315	0.652494	0.844619	0.559805	0.614611	0.442019	0.641285	0.584393	0.83216	0.645789	0.701106	0.704517	0.615255	0.690947	0.75486	0.885534	0.732388	0.805405	0.700502	0.696285	0.705508	0.655726	0.863304	0.794385	0.595281	0.919631	0.660927	0.647718	0.660516	0.051688	0.21837	0.408459	0.301078	0.239857	0.791993	0.73692	0.826732	0.683815	0.51144	0.699737	0.747493	0.561239	0.691419	0.789732	0.619385	0.734779	0.809985	0.571204	0.650457	0.634293	0.614826	0.74385	0.289059	0.185144	0.241087	0.370054	0.366003	0.280366	0.298284	0.17481	0.970087	0.703937	0.18779	0.391307	0.265368	0.338381	0.321789	0.35434	0.109876	0.223363	0.218496	0.306125	0.74868	0.720131	0.296709	0.666094	0.606122	0.7454	0.565468	0.245364	0.171767	0.209975	0.342416	0.614856	0.528544
0.295015	0.294073	0.224316	0.117228	0.331853	0.674757	0.914921	0.418915	0.852124	0.624772	0.640043	0.871905	0.627267	0.699857	0.855318	0.552367	0.672942	0.687308	0.315203	0.785725	0.762346	0.789485	0.797826	0.638291	0.673762	0.846282	0.722721	0.803312	0.639525	0.260585	0.293766	0.586424	0.631948	0.464732	0.710729	0.865798	0.653518	0.777351	0.702535	0.662913	0.827231	0.068809	0.871439	0.729336	0.627692	0.64814	0.724642	0.730198	0.648829	0.739344	0.78429	0.634031	0.600095	0.701015	0.781771	0.825841	0.653604	0.605039	0.715064	0.524712	0.783675	0.658902	0.801071	0.600581	0.766534	0.881948	0.645231	0.641134	0.67759	0.774543	0.698198	0.609074	0.321917	0.428106	0.319198	0.094775	0.357087	0.265977	0.26128	0.208958	0.24911	0.887713	0.692784	0.681766	0.733468	0.362511	0.296774	0.311873	0.289313	0.253415	0.776038	0.96475	0.641716	0.646218	0.79829	0.220881	0.339259	0.222692	0.381247	0.408596
0.635545	0.792569	0.657149	0.520156	0.922689	0.786532	0.81102	0.608768	0.756396	0.674554	0.723348	0.508545	0.769034	0.848967	0.785516	0.630266	0.78243	0.63492	0.709815	0.226985	0.270773	0.482067	0.292167	0.740862	0.845036	0.778987	0.784113	0.293173	0.728713	0.476066	0.66403	0.873415	0.718168	0.604981	0.733826	0.722238	0.291383	0.333154	0.706369	0.460447	0.669596	0.272559	0.466234	0.707412	0.29209	0.343985	0.273892	0.39038	0.170413	0.290995	0.265098	0.315405	0.681768	0.674201	0.769198	0.797441	0.599597	0.7216	0.454629	0.682711	0.690768	0.70741	0.555803	0.826221	0.555172	0.677463	0.776197	0.314564	0.719029	0.566936	0.648028	0.705941	0.87266	0.582075	0.495204	0.587237	0.664085	0.625969	0.832614	0.651944	0.763342	0.703513	0.803923	0.755519	0.695372	0.853781	0.471244	0.701784	0.698833	0.543649	0.980151	0.836758	0.663256	0.911773	0.764399	0.666246	0.609315	0.559205	0.625069	0.574129
0.437382	0.531433	0.914521	0.52724	0.571598	0.870609	0.753875	0.67162	0.604613	0.529163	0.463962	0.396718	0.387613	0.778719	0.751458	0.633486	0.57955	0.816466	0.825388	0.532189	0.729329	0.732142	0.798747	0.767668	0.702972	0.851402	0.562744	0.240606	0.20359	0.262432	0.601526	0.705234	0.881971	0.668731	0.777835	0.642407	0.630077	0.682496	0.736049	0.629203	0.374295	0.457128	0.365501	0.344761	0.372735	0.282095	0.242806	0.230055	0.311576	0.631041	0.720252	0.748196	0.710035	0.652681	0.642037	0.655208	0.845653	0.515943	0.773835	0.603788	0.272967	0.401399	0.259059	0.433288	0.258371	0.391384	0.352361	0.716037	0.669714	0.797284	0.65988	0.556732	0.698832	0.595831	0.602022	0.775999	0.615745	0.721469	0.640682	0.808843	0.454081	0.27341	0.178575	0.255557	0.701479	0.703092	0.712826	0.728974	0.702478	0.847273	0.629985	0.67199	0.826907	0.8302	0.679151	0.637359	0.623665	0.640526	0.802453	0.668928
0.809815	0.778184	0.526178	0.575701	0.75465	0.761958	0.702109	0.667793	0.62434	0.785781	0.606061	0.589818	0.778477	0.330092	0.244328	0.308696	0.331767	0.28967	0.211214	0.355514	0.612697	0.645607	0.580929	0.708891	0.773853	0.664466	0.595086	0.631017	0.628381	0.519259	0.66723	0.849152	0.743456	0.615293	0.744473	0.549187	0.565716	0.615337	0.721337	0.874261	0.873796	0.39816	0.285327	0.373472	0.218473	0.224915	0.455484	0.194875	0.148139	0.348596	0.145037	0.260498	0.131609	0.200754	0.293003	0.553191	0.412326	0.348077	0.35199	0.542046	0.205422	0.299189	0.257014	0.212312	0.415528	0.217276	0.165499	0.284141	0.276456	0.385353	0.301657	0.097083	0.827021	0.728333	0.794356	0.862988	0.680339	0.768631	0.710851	0.513031	0.513415	0.676032	0.634256	0.73754	0.584748	0.595677	0.556113	0.669316	0.68867	0.747246	0.702427	0.201134	0.635047	0.760874	0.709743	0.809083	0.602883	0.407013	0.287826	0.173611
0.599834	0.695262	0.754683	0.804819	0.668204	0.353487	0.514679	0.121033	0.059622	0.428735	0.395957	0.439349	0.692505	0.702293	0.664227	0.66745	0.816357	0.66953	0.580198	0.705084	0.547155	0.697047	0.637051	0.577715	0.625959	0.488042	0.747335	0.565003	0.718727	0.905895	0.856531	0.705851	0.867437	0.672243	0.177256	0.326485	0.354673	0.242168	0.513538	0.350948	0.739917	0.735415	0.678572	0.600381	0.623245	0.57347	0.768372	0.824392	0.706383	0.75656	0.822567	0.749521	0.744876	0.666937	0.657122	0.548518	0.351401	0.81694	0.751184	0.660013	0.928027	0.81433	0.76734	0.658829	0.572126	0.721938	0.619789	0.819071	0.73308	0.296314	0.725269	0.553609	0.561368	0.859811	0.760377	0.774308	0.610141	0.487609	0.865682	0.63684	0.763646	0.565253	0.786554	0.688196	0.624561	0.503719	0.622053	0.716109	0.732861	0.684218	0.956793	0.841764	0.695826	0.606315	0.726021	0.679757	0.577648	0.667471	0.66573	0.678365
0.350309	0.737287	0.645031	0.64745	0.704471	0.471729	0.753766	0.732067	0.593054	0.414442	0.725132	0.716747	0.830502	0.877603	0.650855	0.610472	0.822294	0.604016	0.242509	0.280909	0.269085	0.246543	0.341297	0.795804	0.671548	0.644696	0.920347	0.650442	0.799992	0.578285	0.579197	0.790526	0.732909	0.100816	0.298531	0.698697	0.606735	0.883345	0.766987	0.782756	0.38302	0.422524	0.870315	0.436699	0.583957	0.099204	0.129517	0.789136	0.676698	0.244634	0.3937	0.710461	0.79384	0.783891	0.247676	0.457853	0.290618	0.491773	0.322372	0.279518	0.43829	0.149847	0.255522	0.4169	0.606625	0.687983	0.827283	0.748506	0.390557	0.430304	0.291439	0.687223	0.713061	0.819826	0.830678	0.71473	0.57362	0.838994	0.611751	0.710738	0.712017	0.747981	0.608641	0.688576	0.654048	0.645615	0.864753	0.782834	0.762124	0.749458	0.730433	0.828702	0.36695	0.330419	0.279021	0.434106	0.359918	0.340881	0.161882	0.700764
